,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
2651,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-18.0,91,2651
2652,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,-18.5,92,2652
2653,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go south,north of house,-0.5, - moved around - ,-19.0,93,2653
2654,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,-19.5,94,2654
2655,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go east,clearing,-0.5, - moved around - ,-20.0,95,2655
2656,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,carry forest to path,that sentence isn't one i recognize,-1.0,,-21.0,96,2656
2657,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go north,forest,-0.5, - moved around - ,-21.5,97,2657
2658,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path ,-0.5, - moved around - ,-22.0,98,2658
2659,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go up,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,-20.5,99,2659
2660,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,go down,forest path,-0.5, - moved around - ,-21.0,100,2660
2661,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,move forest in path,you don't have the forest,-1.0,,-22.0,101,2661
2662,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile ,-0.5, - moved around - ,-22.5,102,2662
2663,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,pull ground,you can't move the ground ,-1.0,,-23.5,103,2663
2664,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,go down,forest path,-0.5, - moved around - ,-24.0,104,2664
2665,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest ,-0.5, - moved around - ,-24.5,105,2665
2666,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,-25.0,106,2666
2667,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-25.5,107,2667
2668,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,-26.0,108,2668
2669,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,feel forest,you can't see any forest here,-1.0,,-27.0,109,2669
2670,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,-27.5,110,2670
2671,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,-28.0,111,2671
2672,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go north,north of house,-0.5, - moved around - ,-28.5,112,2672
2673,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-29.0,113,2673
2674,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go southeast,south of house,-0.5, - moved around - ,-29.5,114,2674
2675,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,-30.0,115,2675
2676,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-30.5,116,2676
2677,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,-31.0,117,2677
2678,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-31.5,118,2678
2679,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go east,forest path,-0.5, - moved around - ,-32.0,119,2679
2680,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-32.5,120,2680
2681,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,-33.0,121,2681
2682,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go west,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water,11.5, game score: 10  new area score ---kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed - moved around - ,-21.5,122,2682
2683,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick water with window,you can't pick that,-1.0,,-22.5,123,2683
2684,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,carry passage from food,you can't see any food here,-1.0,,-23.5,124,2684
2685,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,read bottle,taken how does one read a glass bottle,4.5, inventory score (you are empty-handed --- you are carrying a glass bottle the glass bottle contains a quantity of water) new area score ---kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water - moved around - ,-19.0,125,2685
2686,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,go east,behind house,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water - moved around - ,-17.5,126,2686
2687,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,pour window,you're not carrying the kitchen window,-1.0,,-18.5,127,2687
2688,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,carry bottle to path,that sentence isn't one i recognize,-1.0,,-19.5,128,2688
2689,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,eat water,you'll have to open the glass bottle first,-1.0,,-20.5,129,2689
2690,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,pick bottle with water,nice try,-1.0,,-21.5,130,2690
2691,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,unlock bottle with water,nice try,-1.0,,-22.5,131,2691
2692,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,pick path,you can't pick that,-1.0,,-23.5,132,2692
2693,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,go west,kitchen on the table is an elongated brown sack smelling of hot peppers,-0.5, - moved around - ,-24.0,133,2693
2694,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,unlock water with window,it doesn't seem to work,-1.0,,-25.0,134,2694
2695,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,fill bottle with food,you can't see any food here,-1.0,,-26.0,135,2695
2696,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,go up,you have moved into a dark place it is pitch black you are likely to be eaten by a grue,1.5, new area score ---it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water - moved around - ,-24.5,136,2696
2697,it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,enter water,you can't swim in the dungeon,-1.0,,-25.5,137,2697
2698,it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,play bottle,that's silly,-1.0,,-26.5,138,2698
2699,it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,go southeast,you can't go that way,-1.0,,-27.5,139,2699
2700,it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,find water,it's in the glass bottle,-1.0,,-28.5,140,2700
2701,it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,carry bottle to water,that sentence isn't one i recognize,-1.0,,-29.5,141,2701
2702,it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,ask bottle,you can't talk to the glass bottle,-1.0,,-30.5,142,2702
2703,it is pitch black you are likely to be eaten by a grue you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,go northwest,oh no you have walked into the slavering fangs of a lurking grue you have died now let's take a look here well you probably deserve another chance i can't quite fix you up completely but you can't have everything forest,-7.5, inventory score (you are carrying a glass bottle the glass bottle contains a quantity of water --- you are empty-handed) - moved around - ,-38.0,143,2703
2704,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,-38.5,144,2704
2705,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-39.0,145,2705
2706,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest with bird,taken how does one look through a songbird,4.5, inventory score (you are empty-handed --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,-34.5,146,2706
2707,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go down,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,-33.0,147,2707
2708,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,-31.5,148,2708
2709,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,fill nest with egg,the jewel-encrusted egg is already in the bird's nest,-1.0,,-32.5,149,2709
2710,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,4.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are empty-handed) new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,-28.0,150,2710
2711,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,get nest,taken,0.0, - moved around - ,-28.0,151,2711
2712,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go south,forest,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,-26.5,152,2712
2713,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,4.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are empty-handed ) new area score ---forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,-22.0,153,2713
2714,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,go west,forest,-0.5, - moved around - ,-22.5,154,2714
2715,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go east,forest path,-0.5, - moved around - ,-23.0,155,2715
2716,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed - moved around - ,-21.5,156,2716
2717,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed ,go down,forest path,-0.5, - moved around - ,-22.0,157,2717
2718,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree ,-0.5, - moved around - ,-22.5,158,2718
2719,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,-23.0,159,2719
2720,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-23.5,160,2720
2721,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go north,forest path,-0.5, - moved around - ,-24.0,161,2721
2722,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,-24.5,162,2722
2723,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,-25.0,163,2723
2724,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,-25.5,164,2724
2725,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path ,-0.5, - moved around - ,-26.0,165,2725
2726,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-26.5,166,2726
2727,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,-27.0,167,2727
2728,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-27.5,168,2728
2729,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,-28.0,169,2729
2730,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-28.5,170,2730
2731,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest ,-0.5, - moved around - ,-29.0,171,2731
2732,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,-29.5,172,2732
2733,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,move forest in branches,you don't have the forest,-1.0,,-30.5,173,2733
2734,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,-31.0,174,2734
2735,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,-31.5,175,2735
2736,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree ,-0.5, - moved around - ,-32.0,176,2736
2737,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,-32.5,177,2737
2738,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go up,up a tree,-0.5, - moved around - ,-33.0,178,2738
2739,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,-33.5,179,2739
2740,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-34.0,180,2740
2741,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-34.5,181,2741
2742,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-35.0,182,2742
2743,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,feel forest,fiddling with the forest doesn't seem to work,-1.0,,-36.0,183,2743
2744,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest ,0.0, - moved around - ,-36.0,184,2744
2745,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,get egg,taken,9.5, game score: 5  inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are carrying a jewel-encrusted egg a bird's nest) new area score ---forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg a bird's nest - moved around - ,-26.5,185,2745
2746,forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,fill bird with nest,you can't see any songbird here,-1.0,,-27.5,186,2746
2747,forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg a bird's nest - moved around - ,-26.0,187,2747
2748,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,leave nest,dropped,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg - moved around - ,-24.5,188,2748
2749,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,play nest,that's silly,-1.0,,-25.5,189,2749
2750,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg ,read nest,taken how does one read a bird's nest ,4.5, inventory score (you are carrying a jewel-encrusted egg  --- you are carrying a bird's nest a jewel-encrusted egg) new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg - moved around - ,-21.0,190,2750
2751,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,go north,clearing on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest a jewel-encrusted egg - moved around - ,-19.5,191,2751
2752,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,carry bird from nest,you can't see any bird here,-1.0,,-20.5,192,2752
2753,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,eat nest,i don't think that the bird's nest would agree with you,-1.0,,-21.5,193,2753
