,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
681,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,fix forest with path,this has no effect ,-1.0,,0.5,169,681
682,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,0.0,170,682
683,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,flip path for clockwork,you can't turn that,-1.0,,-1.0,171,683
684,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,open egg,it is already open,-1.0,,-2.0,172,684
685,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,,1.5, new area score ---forest forest score 0 moves 520 forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,-0.5,173,685
686,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,go down,you can't go that way,-0.5, - moved around - ,-1.0,174,686
687,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-1.5,175,687
688,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go east,forest,-0.5, - moved around - ,-2.0,176,688
689,forest this is a dimly lit forest with large trees all around you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,forest path,-0.5, - moved around - ,-2.5,177,689
690,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go east,forest,-0.5, - moved around - ,-3.0,178,690
691,forest this is a dimly lit forest with large trees all around you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,forest path,-0.5, - moved around - ,-3.5,179,691
692,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go up,up a tree,-0.5, - moved around - ,-4.0,180,692
693,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go down,forest path,-0.5, - moved around - ,-4.5,181,693
694,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go east,forest,-0.5, - moved around - ,-5.0,182,694
695,forest this is a dimly lit forest with large trees all around you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,forest path,-0.5, - moved around - ,-5.5,183,695
696,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick path with tree,you can't pick that,-1.0,,-6.5,184,696
697,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,read egg,how does one read a broken jewel-encrusted egg,-1.0,,-7.5,185,697
698,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go south,north of house,-0.5, - moved around - ,-8.0,186,698
699,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,get egg,you already have that,-1.0,,-9.0,187,699
700,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-9.5,188,700
701,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go southeast,south of house there is a bird's nest here,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,-8.0,189,701
702,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,fill door with bird,those things aren't here,-1.0,,-9.0,190,702
703,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read door,you can't see any door here,-1.0,,-10.0,191,703
704,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,fill bird,you can't see any bird here,-1.0,,-11.0,192,704
705,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,unlock nest with bird,you can't see any bird here,-1.0,,-12.0,193,705
706,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,ask nest,you can't talk to the bird's nest,-1.0,,-13.0,194,706
707,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,get door,you can't see any door here,-1.0,,-14.0,195,707
708,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,open bird,you can't see any bird here,-1.0,,-15.0,196,708
709,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,unlock nest with door,you can't see any door here,-1.0,,-16.0,197,709
710,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go up,you can't go that way,-1.0,,-17.0,198,710
711,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,carry bird from door,those things aren't here,-1.0,,-18.0,199,711
712,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read nest,taken how does one read a bird's nest,4.5, inventory score (you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary --- you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary) new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,-13.5,200,712
713,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,move bird,you can't see any bird here,-1.0,,-14.5,201,713
714,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,ask bird,you can't see any bird here,-1.0,,-15.5,202,714
715,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,carry door from bird,those things aren't here,-1.0,,-16.5,203,715
716,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,find bird,you can't see any bird here,-1.0,,-17.5,204,716
717,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,enter bird,you can't see any bird here,-1.0,,-18.5,205,717
718,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave bird,you can't see any bird here,-1.0,,-19.5,206,718
719,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,kick bird,you can't see any bird here,-1.0,,-20.5,207,719
720,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,play bird,you can't see any bird here,-1.0,,-21.5,208,720
721,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick nest,you can't pick that,-1.0,,-22.5,209,721
722,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave egg,dropped,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest - moved around - ,-21.0,210,722
723,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,carry crystal from bird,those things aren't here,-1.0,,-22.0,211,723
724,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,enter window,you hit your head against the boarded window as you attempt this feat,-1.0,,-23.0,212,724
725,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,give door to nest,you don't have that,-1.0,,-24.0,213,725
726,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,find what,"you used the word ""what"" in a way that i don't understand",-1.0,,-25.0,214,726
727,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pick what with bird,"you used the word ""what"" in a way that i don't understand",-1.0,,-26.0,215,727
728,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,read what,"you used the word ""what"" in a way that i don't understand",-1.0,,-27.0,216,728
729,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,ask bird,you can't see any bird here,-1.0,,-28.0,217,729
730,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pick crystal with window,you can't see any crystal here,-1.0,,-29.0,218,730
731,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,make what,"you used the word ""what"" in a way that i don't understand",-1.0,,-30.0,219,731
732,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,give crystal to nest,you don't have that,-1.0,,-31.0,220,732
733,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pull window,you can't move the boarded window,-1.0,,-32.0,221,733
734,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,leave what,"you used the word ""what"" in a way that i don't understand",-1.0,,-33.0,222,734
735,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,go down,you can't go that way,-1.0,,-34.0,223,735
736,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pick nest with bird,you can't see any bird here,-1.0,,-35.0,224,736
737,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,carry what to bird,"you used the word ""what"" in a way that i don't understand",-1.0,,-36.0,225,737
738,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pick window with door,you can't see any door here,-1.0,,-37.0,226,738
739,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,carry door from what,"you used the word ""what"" in a way that i don't understand",-1.0,,-38.0,227,739
740,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,play what,"you used the word ""what"" in a way that i don't understand",-1.0,,-39.0,228,740
741,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,open what,"you used the word ""what"" in a way that i don't understand",-1.0,,-40.0,229,741
742,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pick what,"you used the word ""what"" in a way that i don't understand",-1.0,,-41.0,230,742
743,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pull what,"you used the word ""what"" in a way that i don't understand",-1.0,,-42.0,231,743
744,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pick door with nest,you can't see any door here,-1.0,,-43.0,232,744
745,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,carry bird from nest,you can't see any bird here,-1.0,,-44.0,233,745
746,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,kick window,kicking the boarded window has no effect,-1.0,,-45.0,234,746
747,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,fill what,"you used the word ""what"" in a way that i don't understand",-1.0,,-46.0,235,747
748,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,find bird,you can't see any bird here,-1.0,,-47.0,236,748
749,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,carry door to what,"you used the word ""what"" in a way that i don't understand",-1.0,,-48.0,237,749
750,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pick window,you can't pick that,-1.0,,-49.0,238,750
751,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,kick door,you can't see any door here,-1.0,,-50.0,239,751
752,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,read door with what,"you used the word ""what"" in a way that i don't understand",-1.0,,-51.0,240,752
753,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,pull door,you can't see any door here,-1.0,,-52.0,241,753
754,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,play nest,that's silly,-1.0,,-53.0,242,754
