,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
716,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,break nest,what do you want to break the nest with,-1.0,,-16.0,204,716
717,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,play window,that's silly,-1.0,,-17.0,205,717
718,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,give path to water,you don't have the way,-1.0,,-18.0,206,718
719,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,fill bird,you can't see any bird here,-1.0,,-19.0,207,719
720,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,go southwest,south of house,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water - moved around - ,-17.5,208,720
721,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,read door,you can't see any door here,-1.0,,-18.5,209,721
722,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,get water,you can't reach something that's inside a closed container,-1.0,,-19.5,210,722
723,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,unlock bottle with door,you can't see any door here,-1.0,,-20.5,211,723
724,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,read nest,how does one read a bird's nest,-1.0,,-21.5,212,724
725,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,unlock water with bird,you can't see any bird here,-1.0,,-22.5,213,725
726,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,give nest to bird,,1.0, new area score ---you can't see any bird here south of house score 10 moves 634 south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,-21.5,214,726
727,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,carry nest to water,that sentence isn't one i recognize,-1.0,,-22.5,215,727
728,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,carry nest to bottle,that sentence isn't one i recognize,-1.0,,-23.5,216,728
729,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,give bottle to bird,you can't see any bird here,-1.0,,-24.5,217,729
730,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,break door,what do you want to break the door with,-1.0,,-25.5,218,730
731,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,make bottle,you can't do that,-1.0,,-26.5,219,731
732,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,read bottle with bird,you can't see any bird here,-1.0,,-27.5,220,732
733,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,you are carrying a bird's nest a glass bottle the glass bottle contains a quantity of water,leave water,the water spills to the floor and evaporates immediately,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle - moved around - ,-26.0,221,733
734,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,carry bird from door,those things aren't here,-1.0,,-27.0,222,734
735,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,fill bird,you can't see any bird here,-1.0,,-28.0,223,735
736,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,go west,west of house there is a small mailbox here,1.5, new area score ---west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest a glass bottle - moved around - ,-26.5,224,736
737,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,get door,you can't be serious,-1.0,,-27.5,225,737
738,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,carry door from bottle,the door isn't in the glass bottle,-1.0,,-28.5,226,738
739,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,give bird to bottle,you don't have that,-1.0,,-29.5,227,739
740,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,wear door,you can't wear the door,-1.0,,-30.5,228,740
741,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,go north,north of house,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle - moved around - ,-29.0,229,741
742,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,give door to path,you don't have that,-1.0,,-30.0,230,742
743,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,play path,that's silly,-1.0,,-31.0,231,743
744,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,eat path,i don't think that the way would agree with you,-1.0,,-32.0,232,744
745,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,move bird,you can't see any bird here,-1.0,,-33.0,233,745
746,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,pull bottle,you aren't an accomplished enough juggler,-1.0,,-34.0,234,746
747,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,fill bottle,there is nothing to fill it with,-1.0,,-35.0,235,747
748,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a glass bottle,you are carrying a bird's nest a glass bottle,leave bottle,dropped,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest - moved around - ,-33.5,236,748
749,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,find bottle,it's right here,-1.0,,-34.5,237,749
750,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,break door,what do you want to break the door with,-1.0,,-35.5,238,750
751,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,go up,you can't go that way,-1.0,,-36.5,239,751
752,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,give bird to door,you don't have that,-1.0,,-37.5,240,752
753,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,make bottle,you can't do that,-1.0,,-38.5,241,753
754,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,carry door to bird,that sentence isn't one i recognize,-1.0,,-39.5,242,754
755,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,pick door with path,you can't see any door here,-1.0,,-40.5,243,755
756,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,carry path to door,that sentence isn't one i recognize,-1.0,,-41.5,244,756
757,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,wear bird,you can't see any bird here,-1.0,,-42.5,245,757
758,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,carry bird from bottle,you can't see any bird here,-1.0,,-43.5,246,758
759,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,go southeast,behind house,-0.5, - moved around - ,-44.0,247,759
760,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest,you are carrying a bird's nest,pick path with nest,you can't pick that,-1.0,,-45.0,248,760
761,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest,you are carrying a bird's nest,unlock nest with window,it doesn't seem to work,-1.0,,-46.0,249,761
762,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest,you are carrying a bird's nest,carry bird to nest,that sentence isn't one i recognize,-1.0,,-47.0,250,762
763,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a bird's nest,you are carrying a bird's nest,go north,north of house there is a glass bottle here,-0.5, - moved around - ,-47.5,251,763
764,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,read bird with path,you can't see any bird here,-1.0,,-48.5,252,764
765,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,get nest,you already have that,-1.0,,-49.5,253,765
766,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a glass bottle here you are carrying a bird's nest,you are carrying a bird's nest,go southwest,west of house there is a small mailbox here,-0.5, - moved around - ,-50.0,254,766
767,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest,you are carrying a bird's nest,go west,forest,-0.5, - moved around - ,-50.5,255,767
768,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house you are facing the south side of a white house there is no door here and all the windows are boarded,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed - moved around - ,1.5,0,768
769,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northeast,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed - moved around - ,3.0,1,769
770,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go south,south of house,-0.5, - moved around - ,2.5,2,770
771,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go south,forest this is a dimly lit forest with large trees all around,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are empty-handed - moved around - ,4.0,3,771
772,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest this is a forest with trees in all directions to the east there appears to be sunlight,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed - moved around - ,5.5,4,772
773,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,5.0,5,773
774,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,4.5,6,774
775,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed - moved around - ,6.0,7,775
776,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,7.5,8,776
777,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go down,forest path ,-0.5, - moved around - ,7.0,9,777
778,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go east,forest this is a dimly lit forest with large trees all around,-0.5, - moved around - ,6.5,10,778
779,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest path,-0.5, - moved around - ,6.0,11,779
780,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed - moved around - ,7.5,12,780
781,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,7.0,13,781
782,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,pick house with door,you can't pick that,-1.0,,6.0,14,782
783,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go north,north of house,-0.5, - moved around - ,5.5,15,783
784,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,5.0,16,784
785,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,4.5,17,785
786,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,4.0,18,786
787,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go northeast,north of house,-0.5, - moved around - ,3.5,19,787
788,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,3.0,20,788
789,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house,-0.5, - moved around - ,2.5,21,789
790,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,leave house,you're not carrying the white house,-1.0,,1.5,22,790
791,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northeast,behind house,-0.5, - moved around - ,1.0,23,791
792,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,0.5,24,792
793,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,0.0,25,793
794,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go east,clearing you are in a small clearing in a well marked forest path that extends to the east and west,1.5, new area score ---clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed - moved around - ,1.5,26,794
795,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,1.0,27,795
796,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,0.5,28,796
797,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed - moved around - ,2.0,29,797
798,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,1.5,30,798
799,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,1.0,31,799
800,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go south,north of house,-0.5, - moved around - ,0.5,32,800
801,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go north,forest path,-0.5, - moved around - ,0.0,33,801
802,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go west,forest,-0.5, - moved around - ,-0.5,34,802
803,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-1.0,35,803
804,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-1.5,36,804
805,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,-2.0,37,805
806,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile ,-0.5, - moved around - ,-2.5,38,806
807,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,read nest,taken how does one read a bird's nest,4.5, inventory score (you are empty-handed  --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,2.0,39,807
808,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go down,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,3.5,40,808
809,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go east,forest,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,5.0,41,809
810,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,4.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are empty-handed) new area score ---forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,9.5,42,810
811,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,eat nest,taken i don't think that the bird's nest would agree with you,2.5, inventory score (you are empty-handed --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) - moved around - ,12.0,43,811
812,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,pour nest,dropped,0.0, - moved around - ,12.0,44,812
813,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go west,forest path ,-0.5, - moved around - ,11.5,45,813
814,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go west,forest ,-0.5, - moved around - ,11.0,46,814
815,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest ,-0.5, - moved around - ,10.5,47,815
816,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,10.0,48,816
817,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,9.5,49,817
818,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,9.0,50,818
819,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,8.5,51,819
820,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed - moved around - ,10.0,52,820
821,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed ,go down,forest path,-0.5, - moved around - ,9.5,53,821
822,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,9.0,54,822
823,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,8.5,55,823
824,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,8.0,56,824
825,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,read nest with bird,taken how does one look through a songbird,2.5, inventory score (you are empty-handed  --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ) - moved around - ,10.5,57,825
826,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,leave nest,dropped,2.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg  --- you are empty-handed) - moved around - ,13.0,58,826
827,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,12.5,59,827
828,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go west,forest,-0.5, - moved around - ,12.0,60,828
829,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,11.5,61,829
