,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
631,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read nest with bird,how does one look through a songbird,-1.0,,24.5,119,631
632,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,play egg,that's silly ,-1.0,,23.5,120,632
633,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave nest,dropped ,2.5, inventory score (you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary --- you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary) - moved around - ,26.0,121,633
634,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read nest with bird,taken how does one look through a songbird,2.5, inventory score (you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary --- you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary) - moved around - ,28.5,122,634
635,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,30.0,123,635
636,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,go north,clearing on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,31.5,124,636
637,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go east,forest,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,33.0,125,637
638,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,go west,forest path,-0.5, - moved around - ,32.5,126,638
639,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go east,forest,-0.5, - moved around - ,32.0,127,639
640,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,fill bird with nest,you can't see any songbird here,-1.0,,31.0,128,640
641,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,forest path,-0.5, - moved around - ,30.5,129,641
642,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,forest,-0.5, - moved around - ,30.0,130,642
643,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,find bird,the songbird is not here but is probably nearby,-1.0,,29.0,131,643
644,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go south,forest,-0.5, - moved around - ,28.5,132,644
645,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave nest,dropped,2.0, new area score ---forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,30.5,133,645
646,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,32.0,134,646
647,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go south,forest there is a bird's nest here,-0.5, - moved around - ,31.5,135,647
648,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,kick bird,you can't see any songbird here,-1.0,,30.5,136,648
649,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,eat nest,taken i don't think that the bird's nest would agree with you,0.0, - moved around - ,30.5,137,649
650,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave nest,dropped,0.0, - moved around - ,30.5,138,650
651,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,get nest,taken,2.5, inventory score (you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary --- you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ) - moved around - ,33.0,139,651
652,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,make egg,you can't do that,-1.0,,32.0,140,652
653,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary ,go west,forest,-0.5, - moved around - ,31.5,141,653
654,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go east,forest path,-0.5, - moved around - ,31.0,142,654
655,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go south,north of house,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,32.5,143,655
656,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go southeast,behind house,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,34.0,144,656
657,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,kick bird,you can't see any bird here,-1.0,,33.0,145,657
658,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick path,you can't pick that,-1.0,,32.0,146,658
659,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go northeast,you can't go that way,-1.0,,31.0,147,659
660,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,carry path to nest,that sentence isn't one i recognize,-1.0,,30.0,148,660
661,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick bird with window,you can't see any bird here,-1.0,,29.0,149,661
662,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,open path,you must tell me how to do that to a way,-1.0,,28.0,150,662
663,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,feel nest,fiddling with the bird's nest doesn't seem to work,-1.0,,27.0,151,663
664,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read path,how does one read a way,-1.0,,26.0,152,664
665,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick window,you can't pick that,-1.0,,25.0,153,665
666,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read window with bird,you can't see any bird here,-1.0,,24.0,154,666
667,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,break bird,what do you want to break the bird with,-1.0,,23.0,155,667
668,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,unlock path with bird,you can't see any bird here,-1.0,,22.0,156,668
669,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,feel path,fiddling with the way isn't notably helpful,-1.0,,21.0,157,669
670,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave bird,you can't see any bird here,-1.0,,20.0,158,670
671,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick bird with path,you can't see any bird here,-1.0,,19.0,159,671
672,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,play nest,that's silly,-1.0,,18.0,160,672
673,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,break nest,what do you want to break the nest with,-1.0,,17.0,161,673
674,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,spray jewel on house,you can't see any jewel here,-1.0,,16.0,162,674
675,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,eat window,i don't think that the kitchen window would agree with you,-1.0,,15.0,163,675
676,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,get window,an interesting idea,-1.0,,14.0,164,676
677,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,play window,that's silly,-1.0,,13.0,165,677
678,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read bird with path,you can't see any bird here,-1.0,,12.0,166,678
679,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,feel bird,you can't see any bird here,-1.0,,11.0,167,679
680,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read window,how does one read a kitchen window,-1.0,,10.0,168,680
681,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,make bird,you can't see any bird here,-1.0,,9.0,169,681
682,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave window,you're not carrying the kitchen window,-1.0,,8.0,170,682
683,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,eat bird,you can't see any bird here,-1.0,,7.0,171,683
684,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,make window,you can't do that,-1.0,,6.0,172,684
685,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick window with nest,you can't pick that,-1.0,,5.0,173,685
686,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,read window with path,how does one look through a way,-1.0,,4.0,174,686
687,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,give nest to path,you can't give a bird's nest to a way,-1.0,,3.0,175,687
688,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,hide window in egg,you don't have the kitchen window,-1.0,,2.0,176,688
689,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go northwest,north of house,-0.5, - moved around - ,1.5,177,689
690,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,wear bird,you can't see any bird here,-1.0,,0.5,178,690
691,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,carry bird from nest,you can't see any bird here,-1.0,,-0.5,179,691
692,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,ask path,you can't talk to the way,-1.0,,-1.5,180,692
693,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,get path,you must specify a direction to go,-1.0,,-2.5,181,693
694,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,fill nest with path,that's easy for you to say since you don't even have the way,-1.0,,-3.5,182,694
695,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick door with bird,those things aren't here,-1.0,,-4.5,183,695
696,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,unlock door with nest,you can't see any door here,-1.0,,-5.5,184,696
697,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,break nest,what do you want to break the nest with,-1.0,,-6.5,185,697
698,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick door with path,you can't see any door here,-1.0,,-7.5,186,698
699,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pick path,you can't pick that,-1.0,,-8.5,187,699
700,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,carry door to path,that sentence isn't one i recognize,-1.0,,-9.5,188,700
701,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,leave path,you're not carrying the way,-1.0,,-10.5,189,701
702,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go southeast,behind house,-0.5, - moved around - ,-11.0,190,702
703,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,carry window from bird,you can't see any bird here,-1.0,,-12.0,191,703
704,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a bird's nest a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,pour nest,dropped,2.0, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary - moved around - ,-10.0,192,704
705,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,carry bird from nest,you can't see any bird here,-1.0,,-11.0,193,705
706,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,ask bird,you can't see any bird here,-1.0,,-12.0,194,706
707,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,you are carrying a broken jewel-encrusted egg the broken jewel-encrusted egg contains a broken clockwork canary,go up,you can't go that way,-1.0,,-13.0,195,707
