,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
1597,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle,you are carrying a glass bottle,leave bottle,dropped,0.0, - moved around - ,5.0,61,1597
1598,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open there is a glass bottle here you are empty-handed,you are empty-handed,carry path to window,that sentence isn't one i recognize,-1.0,,4.0,62,1598
1599,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open there is a glass bottle here you are empty-handed,you are empty-handed,play house,that's silly,-1.0,,3.0,63,1599
1600,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open there is a glass bottle here you are empty-handed,you are empty-handed,enchant window,nothing happens,-1.0,,2.0,64,1600
1601,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open there is a glass bottle here you are empty-handed,you are empty-handed,shake path,you don't have the way,-1.0,,1.0,65,1601
1602,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open there is a glass bottle here you are empty-handed,you are empty-handed,pick window,you can't pick that,-1.0,,0.0,66,1602
1603,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open there is a glass bottle here you are empty-handed,you are empty-handed,shake window,you don't have the kitchen window,-1.0,,-1.0,67,1603
1604,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open there is a glass bottle here you are empty-handed,you are empty-handed,go southwest,south of house,-0.5, - moved around - ,-1.5,68,1604
1605,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northwest,west of house there is a small mailbox here,-0.5, - moved around - ,-2.0,69,1605
1606,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go west,forest this is a forest with trees in all directions to the east there appears to be sunlight,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed - moved around - ,-0.5,70,1606
1607,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,-1.0,71,1607
1608,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed - moved around - ,0.5,72,1608
1609,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,cut pile with path,you rustle the leaves around making quite a mess with the leaves moved a grating is revealed,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are empty-handed - moved around - ,2.0,73,1609
1610,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,1.5,74,1610
1611,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go west,forest,-0.5, - moved around - ,1.0,75,1611
1612,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest this is a dimly lit forest with large trees all around,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are empty-handed - moved around - ,2.5,76,1612
1613,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,2.0,77,1613
1614,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go east,forest path,-0.5, - moved around - ,1.5,78,1614
1615,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,1.0,79,1615
1616,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,0.5,80,1616
1617,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,2.0,81,1617
1618,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,spray tree on bird,you can't see any songbird here,-1.0,,1.0,82,1618
1619,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pour one in ground,there seems to be a noun missing in that sentence,-1.0,,0.0,83,1619
1620,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,get nest,taken,4.5, inventory score (you are empty-handed  --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,4.5,84,1620
1621,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go down,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,6.0,85,1621
1622,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,4.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are empty-handed) new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,10.5,86,1622
1623,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,move nest in jewels,you don't have the bird's nest,-1.0,,9.5,87,1623
1624,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read egg,taken how does one read a jewel-encrusted egg,9.5, game score: 5  inventory score (you are empty-handed --- you are carrying a jewel-encrusted egg) new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here you are carrying a jewel-encrusted egg - moved around - ,19.0,88,1624
1625,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,get nest,taken,4.5, inventory score (you are carrying a jewel-encrusted egg --- you are carrying a bird's nest a jewel-encrusted egg) new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a jewel-encrusted egg - moved around - ,23.5,89,1625
1626,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg - moved around - ,25.0,90,1626
1627,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,give forest to egg,you don't have the forest,-1.0,,24.0,91,1627
1628,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,go south,forest ,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a jewel-encrusted egg - moved around - ,25.5,92,1628
1629,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,leave nest,dropped,4.5, inventory score (you are carrying a bird's nest a jewel-encrusted egg --- you are carrying a jewel-encrusted egg) new area score ---forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg - moved around - ,30.0,93,1629
1630,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg - moved around - ,31.5,94,1630
1631,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go east,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg - moved around - ,33.0,95,1631
1632,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,-0.5, - moved around - ,32.5,96,1632
1633,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg ,go south,forest there is a bird's nest here,-0.5, - moved around - ,32.0,97,1633
1634,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pour jewel on nest,you can't see any jewel here,-1.0,,31.0,98,1634
1635,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,-0.5, - moved around - ,30.5,99,1635
1636,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go south,forest there is a bird's nest here,-0.5, - moved around - ,30.0,100,1636
1637,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,-0.5, - moved around - ,29.5,101,1637
1638,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go east,forest path,-0.5, - moved around - ,29.0,102,1638
1639,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go north,clearing on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg - moved around - ,30.5,103,1639
1640,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go southwest,you can't go that way,-1.0,,29.5,104,1640
1641,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,eat path,i don't think that the way would agree with you,-1.0,,28.5,105,1641
1642,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,carry leaves to jewel,that sentence isn't one i recognize,-1.0,,27.5,106,1642
1643,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go northeast,you can't go that way,-1.0,,26.5,107,1643
1644,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,find path,i can't help you there,-1.0,,25.5,108,1644
1645,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go southeast,you can't go that way,-1.0,,24.5,109,1645
1646,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go north,the forest becomes impenetrable to the north,-1.0,,23.5,110,1646
1647,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go south,forest path,-0.5, - moved around - ,23.0,111,1647
1648,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg ,go south,north of house,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a jewel-encrusted egg - moved around - ,24.5,112,1648
1649,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,shake trees,you don't have that,-1.0,,23.5,113,1649
1650,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,hide windows on jewel,you don't have the boarded window,-1.0,,22.5,114,1650
1651,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,banish jewel,you can't see any jewel here,-1.0,,21.5,115,1651
1652,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go southwest,west of house there is a small mailbox here,1.5, new area score ---west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a jewel-encrusted egg - moved around - ,23.0,116,1652
1653,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go southeast,south of house,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a jewel-encrusted egg - moved around - ,24.5,117,1653
1654,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go northwest,west of house there is a small mailbox here,-0.5, - moved around - ,24.0,118,1654
1655,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go northeast,north of house,-0.5, - moved around - ,23.5,119,1655
1656,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go north,forest path,-0.5, - moved around - ,23.0,120,1656
1657,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,22.5,121,1657
1658,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go up,you can't go that way,-1.0,,21.5,122,1658
1659,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,break path,what do you want to break the path with,-1.0,,20.5,123,1659
1660,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go down,the grating is closed,-1.0,,19.5,124,1660
1661,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,feel ground,fiddling with the ground isn't notably helpful,-1.0,,18.5,125,1661
1662,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,ask path,you can't talk to the way,-1.0,,17.5,126,1662
1663,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pull path,you can't move the way,-1.0,,16.5,127,1663
1664,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pick path,you can't pick that,-1.0,,15.5,128,1664
1665,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,wear path,you can't wear the way,-1.0,,14.5,129,1665
1666,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,open path,you must tell me how to do that to a way,-1.0,,13.5,130,1666
1667,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,read pile with leaves,how does one look through a pile of leaves,-1.0,,12.5,131,1667
1668,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,hide egg under forest,you can't see any forest here,-1.0,,11.5,132,1668
1669,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,play path,that's silly,-1.0,,10.5,133,1669
1670,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,enter path,you hit your head against the way as you attempt this feat,-1.0,,9.5,134,1670
1671,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,get path,you must specify a direction to go,-1.0,,8.5,135,1671
1672,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,cut ground with forest,you can't see any forest here,-1.0,,7.5,136,1672
1673,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,read path,how does one read a way,-1.0,,6.5,137,1673
1674,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,-0.5, - moved around - ,6.0,138,1674
1675,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go south,forest there is a bird's nest here,-0.5, - moved around - ,5.5,139,1675
1676,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,eat nest,taken i don't think that the bird's nest would agree with you,2.5, inventory score (you are carrying a jewel-encrusted egg --- you are carrying a bird's nest a jewel-encrusted egg ) - moved around - ,8.0,140,1676
1677,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg ,leave nest,dropped,2.5, inventory score (you are carrying a bird's nest a jewel-encrusted egg  --- you are carrying a jewel-encrusted egg) - moved around - ,10.5,141,1677
1678,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,read nest,taken how does one read a bird's nest,0.0, - moved around - ,10.5,142,1678
1679,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,pour nest in trees,dropped,0.0, - moved around - ,10.5,143,1679
1680,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,move nest,moving the bird's nest reveals nothing,-1.0,,9.5,144,1680
1681,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,read nest,taken how does one read a bird's nest,0.0, - moved around - ,9.5,145,1681
1682,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,go west,forest,-0.5, - moved around - ,9.0,146,1682
1683,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,spray forest on trees,how singularly useless,-1.0,,8.0,147,1683
1684,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,make trees,you can't do that,-1.0,,7.0,148,1684
1685,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest a jewel-encrusted egg,you are carrying a bird's nest a jewel-encrusted egg,leave nest,dropped,2.0, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg - moved around - ,9.0,149,1685
1686,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,hide trees in nest,you don't have the forest,-1.0,,8.0,150,1686
1687,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pick bird with nest,you can't see any songbird here,-1.0,,7.0,151,1687
1688,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,read forest,how does one read a forest ,-1.0,,6.0,152,1688
1689,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,hide jewel in nest,you don't have that,-1.0,,5.0,153,1689
1690,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,hide nest in jewel,you don't have the bird's nest,-1.0,,4.0,154,1690
1691,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg ,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,3.5,155,1691
1692,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pick egg,you can't pick that,-1.0,,2.5,156,1692
1693,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,make path,you can't do that,-1.0,,1.5,157,1693
1694,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go northwest,you can't go that way,-1.0,,0.5,158,1694
1695,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,leave ground,you're not carrying the ground,-1.0,,-0.5,159,1695
1696,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,feel path,fiddling with the way has no effect,-1.0,,-1.5,160,1696
1697,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,fill ground,there is nothing to fill it with,-1.0,,-2.5,161,1697
1698,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,make ground,you can't do that,-1.0,,-3.5,162,1698
1699,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,make egg,you can't do that,-1.0,,-4.5,163,1699
1700,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go east,forest this is a dimly lit forest with large trees all around,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg - moved around - ,-3.0,164,1700
1701,forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest path,-0.5, - moved around - ,-3.5,165,1701
1702,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,,1.5, new area score ---forest there is a bird's nest here forest score 15 moves 482 forest this is a forest with trees in all directions to the east there appears to be sunlight there is a bird's nest here you are carrying a jewel-encrusted egg - moved around - ,-2.0,166,1702
